monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
BLR_WQX-MR4,Mad River at Fish hatchery,40.853614,-123.990383,17/05/2023,Turbidity,6.1,NTU,5,NTU,6.1,1,TRUE
TRINIDADRANCHERIAEPA-MH-3,Mckinleyville Housing -3,40.979328,-124.088358,18/01/2023,Turbidity,2.37,NTU,5,NTU,2.37,0,TRUE
QVIR-SRSF,Scott River South Fork,41.1628,-122.51498,21/06/2023,Turbidity,0.63,NTU,5,NTU,0.63,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW3,Redwood Creek at Muir Beach,37.86023333,-122.5748722,07/12/2023,Turbidity,1.63,NTU,5,NTU,1.63,0,TRUE
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,27/09/2023,Turbidity,1.9,NTU,5,NTU,1.9,0,TRUE
RREPA_WQX-S-3,Junior Creek,41.5118,-124.0195,24/08/2023,Turbidity,20.29,NTU,5,NTU,20.29,1,TRUE
HPUL1EPA_WQX-CD-01,Clover Diversion CD 1,39.176031,-122.902892,12/07/2023,Turbidity,0.9,NTU,5,NTU,0.9,0,TRUE
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/10/2023,Turbidity,4.55,NTU,5,NTU,4.55,0,TRUE
11NPSWRD_WQX-SFAN_I&M_BJC1,Bootjack Creek above Panoramic Highway,37.90926111,-122.6023,06/11/2023,Turbidity,0.88,NTU,5,NTU,0.88,0,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,21/06/2023,Turbidity,8.76,NTU,5,NTU,8.76,1,TRUE
OVIWC-LP-SS-3,LP-SS-3 LA Aqueduct Diversion,36.60029,-118.07224,29/08/2023,Turbidity,48.9,FNU,5,NTU,48.9,1,FALSE
KARUKDNR_WQX-SH,Shasta River,41.823056,-122.594444,21/06/2023,Turbidity,1.95,FNU,5,NTU,1.95,0,FALSE
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,14/12/2023,Turbidity,0.86,NTU,5,NTU,0.86,0,TRUE
KARUKDNR_WQX-SV,Seiad Valley,41.853889,-123.231111,27/09/2023,Turbidity,11.41,FNU,5,NTU,11.41,1,FALSE
11NPSWRD_WQX-SFAN_I&M_TV1,Tennessee Valley Creek above Miwok Stables,37.85954444,-122.530925,25/04/2023,Turbidity,9.95,NTU,5,NTU,9.95,1,TRUE
TRINIDADRANCHERIAEPA-TH-6,Trinidad Housing-6,41.054279,-124.128448,26/09/2023,Turbidity,3.89,NTU,5,NTU,3.89,0,TRUE
OVIWC-LP-SS-2,LP-SS-2 LPPSR Irrigation Intake,36.59634,-118.006635,13/04/2023,Turbidity,17.4,FNU,5,NTU,17.4,1,FALSE
11NPSWRD_WQX-SFAN_I&M_PNG3,"Pine Gulch above Teixeira, above Horse Trail Crossing",37.95446111,-122.7179917,03/01/2023,Turbidity,9.25,NTU,5,NTU,9.25,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,27/01/2023,Turbidity,7.579468,NTU,5,NTU,7.579468,1,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,25/04/2023,Turbidity,3.29,NTU,5,NTU,3.29,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-2,Bishop Creek - SW-2,37.374982,-118.4207,01/03/2023,Turbidity,6.196359,NTU,5,NTU,6.196359,1,TRUE
11NPSWRD_WQX-SFAN_I&M_BG2,Bear Gulch behind Resource Management Building,36.48210833,-121.1795889,15/08/2023,Turbidity,0.87,NTU,5,NTU,0.87,0,TRUE
QVIR-SREF,Scott River East Fork,41.18243,-122.47469,21/06/2023,Turbidity,0.52,NTU,5,NTU,0.52,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/02/2023,Turbidity,1.01685,NTU,5,NTU,1.01685,0,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,19/07/2023,Turbidity,27,NTU,5,NTU,27,1,TRUE
BLR_WQX-MR3,Mad River at Hatchery Road bridge in Blue Lake,40.876211,-123.992275,07/06/2023,Turbidity,2.4,NTU,5,NTU,2.4,0,TRUE
TRINIDADRANCHERIAEPA-TH-7,Trinidad Housing-7,41.053833,-124.130402,18/01/2023,Turbidity,17.5,NTU,5,NTU,17.5,1,TRUE
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,16/03/2023,Turbidity,85.49,FNU,5,NTU,85.49,1,FALSE
BLR_WQX-PC1,Powers Creek at mouth,40.882919,-124.0019,10/04/2023,Turbidity,19,NTU,5,NTU,19,1,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,28/11/2023,Turbidity,2.01,NTU,5,NTU,2.01,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,27/01/2023,Turbidity,8.975683,NTU,5,NTU,8.975683,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/11/2023,Turbidity,1.4667537,NTU,5,NTU,1.4667537,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-4,Bishop Creek - SW-4,37.36408,-118.43129,01/01/2023,Turbidity,0.38,NTU,5,NTU,0.38,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM6A,Davis Boucher Creek,38.009525,-122.7719889,01/08/2023,Turbidity,2.91,NTU,5,NTU,2.91,0,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA1,Chalone Creek near South Wilderness Trail,36.47344167,-121.1546583,24/01/2023,Turbidity,5.57,NTU,5,NTU,5.57,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/05/2023,Turbidity,1.603689,NTU,5,NTU,1.603689,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/03/2023,Turbidity,86.83035,NTU,5,NTU,86.83035,1,TRUE
11NPSWRD_WQX-SFAN_I&M_PNG3,"Pine Gulch above Teixeira, above Horse Trail Crossing",37.95446111,-122.7179917,06/12/2023,Turbidity,2.21,NTU,5,NTU,2.21,0,TRUE
TRINIDADRANCHERIAEPA-TH-8,Trinidad Housing-8,41.053789,-124.130304,28/03/2023,Turbidity,8.6,NTU,5,NTU,8.6,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/12/2023,Turbidity,1.05,NTU,5,NTU,1.05,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/03/2023,Turbidity,78.1627,NTU,5,NTU,78.1627,1,TRUE
SVR-SVRW1,Baechtel Tributary Downstream,39.39576,-123.36098,30/05/2023,Turbidity,3.27,NTU,5,NTU,3.27,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM6A,Davis Boucher Creek,38.009525,-122.7719889,05/09/2023,Turbidity,1.69,NTU,5,NTU,1.69,0,TRUE
NARS_WQX-NRS_CA-11381,NRS_CA-11381,39.9128651,-123.2113536,11/07/2023,Turbidity,0,NTU,5,NTU,0,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM14,Olema Creek - Mainstem at Northernmost Five Brooks Bridge,37.99777222,-122.7550444,07/02/2023,Turbidity,10,NTU,5,NTU,10,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,25/04/2023,Turbidity,1.477032,NTU,5,NTU,1.477032,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FRA1,Franklin Creek,37.99100556,-122.1323889,16/08/2023,Turbidity,1.02,NTU,5,NTU,1.02,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,25/04/2023,Turbidity,1.836735,NTU,5,NTU,1.836735,0,TRUE
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,27/01/2023,Turbidity,75.5,NTU,5,NTU,75.5,1,TRUE
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,18/04/2023,Turbidity,0.05,NTU,5,NTU,0.05,0,TRUE
HPUL1EPA_WQX-CD-01,Clover Diversion CD 1,39.176031,-122.902892,08/02/2023,Turbidity,1.26,NTU,5,NTU,1.26,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/02/2023,Turbidity,1.01685,NTU,5,NTU,1.01685,0,TRUE
11NPSWRD_WQX-SFAN_I&M_SC1,Sandy Creek across from Pinnacles NM Air Quality Site,36.48301944,-121.1550667,24/01/2023,Turbidity,29.2,NTU,5,NTU,29.2,1,TRUE
11NPSWRD_WQX-SFAN_I&M_OAK1,Oakwood Valley Creek,37.86976111,-122.5274611,28/12/2023,Turbidity,2.77,NTU,5,NTU,2.77,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/11/2023,Turbidity,1.4667537,NTU,5,NTU,1.4667537,0,TRUE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,08/03/2023,Turbidity,68.2,NTU,5,NTU,68.2,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/05/2023,Turbidity,30.29063,NTU,5,NTU,30.29063,1,TRUE
TRINIDADRANCHERIAEPA-MH-1,Mckinleyville Housing -1,40.979964,-124.092161,18/01/2023,Turbidity,1.04,NTU,5,NTU,1.04,0,TRUE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,17/02/2023,Turbidity,24.2,NTU,5,NTU,24.2,1,TRUE
SVR-SVRE1,Davis Creek Tributary Downstream,39.39894,-123.30289,31/05/2023,Turbidity,0,NTU,5,NTU,0,0,TRUE
HPUL1EPA_WQX-LC-01,Lyons Creek LC 1,39.11045,-122.906509,10/05/2023,Turbidity,1.22,NTU,5,NTU,1.22,0,TRUE
11NPSWRD_WQX-SFAN_I&M_TV1,Tennessee Valley Creek above Miwok Stables,37.85954444,-122.530925,11/01/2023,Turbidity,27.2,NTU,5,NTU,27.2,1,TRUE
YUROKTEP_WQX-TG,Klamath River at Turwar Gage,41.5161,-123.9992,11/10/2023,Turbidity,4.01,NTU,5,NTU,4.01,0,TRUE
TRINIDADRANCHERIAEPA-WH-2,Westhaven Housing-2,41.054761,-124.125924,10/11/2023,Turbidity,1.38,NTU,5,NTU,1.38,0,TRUE
NARS_WQX-NRS_CA-11489,NRS_CA-11489,38.78690907,-120.194265,15/08/2023,Turbidity,1.4,NTU,5,NTU,1.4,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,25/04/2023,Turbidity,1.836735,NTU,5,NTU,1.836735,0,TRUE
SVR-SVRW3,Kawi Creek Upstream,39.39167,-123.36433,17/04/2023,Turbidity,3.39,NTU,5,NTU,3.39,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/03/2023,Turbidity,86.83035,NTU,5,NTU,86.83035,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,29/09/2023,Turbidity,0.8579069,NTU,5,NTU,0.8579069,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM1,John West Fork above Hwy. 1 Culvert,37.99503611,-122.7527889,06/12/2023,Turbidity,0.46,NTU,5,NTU,0.46,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,20/07/2023,Turbidity,1.323111,NTU,5,NTU,1.323111,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FC1,Fern Creek near Muir Woods Boundary,37.90139167,-122.5782639,12/01/2023,Turbidity,11.5,NTU,5,NTU,11.5,1,TRUE
QVIR-TOWN,Townsend Gulch Scott River,41.687344,-123.08389,21/11/2023,Turbidity,0.32,NTU,5,NTU,0.32,0,TRUE
11NPSWRD_WQX-SFAN_I&M_GERB1,Gerbode Creek above Confluence with Rodeo Creek,37.83535833,-122.5188389,28/11/2023,Turbidity,5.17,NTU,5,NTU,5.17,1,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,12/04/2023,Turbidity,3.32,NTU,5,NTU,3.32,0,TRUE
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,14/03/2023,Turbidity,3.460056469,NTU,5,NTU,3.460056469,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/02/2023,Turbidity,2.324841,NTU,5,NTU,2.324841,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,22/03/2023,Turbidity,31.8,NTU,5,NTU,31.8,1,TRUE
11NPSWRD_WQX-SFAN_I&M_PNG3,"Pine Gulch above Teixeira, above Horse Trail Crossing",37.95446111,-122.7179917,01/08/2023,Turbidity,0.52,NTU,5,NTU,0.52,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW2,Redwood Creek,37.86619444,-122.5783833,03/05/2023,Turbidity,4.86,NTU,5,NTU,4.86,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW3,Redwood Creek at Muir Beach,37.86023333,-122.5748722,08/02/2023,Turbidity,6.46,NTU,5,NTU,6.46,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/02/2023,Turbidity,2.374523,NTU,5,NTU,2.374523,0,TRUE
NARS_WQX-NRS_CA-11204,Sacramento River,38.63823103,-121.5636929,20/06/2023,Turbidity,3.8,NTU,5,NTU,3.8,0,TRUE
QVIR-MICR,Mill Creek,41.56047,-122.97052,24/10/2023,Turbidity,0.29,NTU,5,NTU,0.29,0,TRUE
HPUL1EPA_WQX-LC-01,Lyons Creek LC 1,39.11045,-122.906509,12/04/2023,Turbidity,2.11,NTU,5,NTU,2.11,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,03/05/2023,Turbidity,1.76,NTU,5,NTU,1.76,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW1,Redwood Creek below Muir Woods,37.88861389,-122.5672028,08/03/2023,Turbidity,1.4,NTU,5,NTU,1.4,0,TRUE
SVR-SVRW2,Baechtel Tributary Upstream,39.39463,-123.36432,30/05/2023,Turbidity,1.47,NTU,5,NTU,1.47,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/05/2023,Turbidity,1.603689,NTU,5,NTU,1.603689,0,TRUE
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/09/2023,Turbidity,2.1,NTU,5,NTU,2.1,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,14/06/2023,Turbidity,1.4,NTU,5,NTU,1.4,0,TRUE
11NPSWRD_WQX-SFAN_I&M_TV1,Tennessee Valley Creek above Miwok Stables,37.85954444,-122.530925,28/12/2023,Turbidity,6.34,NTU,5,NTU,6.34,1,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,02/08/2023,Turbidity,1.15,NTU,5,NTU,1.15,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,22/08/2023,Turbidity,0.8962037,NTU,5,NTU,0.8962037,0,TRUE
BLR_WQX-MR3,Mad River at Hatchery Road bridge in Blue Lake,40.876211,-123.992275,23/03/2023,Turbidity,131.2,NTU,5,NTU,131.2,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,20/12/2023,Turbidity,176.92,NTU,5,NTU,176.92,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/05/2023,Turbidity,30.29063,NTU,5,NTU,30.29063,1,TRUE
QVIR-SRSF,Scott River South Fork,41.1628,-122.51498,24/10/2023,Turbidity,0.47,NTU,5,NTU,0.47,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/05/2023,Turbidity,1.603689,NTU,5,NTU,1.603689,0,TRUE
NARS_WQX-NRS_CA-11456,NRS_CA-11456,37.19787998,-119.6111153,18/07/2023,Turbidity,0.46,NTU,5,NTU,0.46,0,TRUE
TRINIDADRANCHERIAEPA-TH-10,Trinidad Housing-10,41.052213,-124.13137,12/10/2023,Turbidity,5.36,NTU,5,NTU,5.36,1,TRUE
11NPSWRD_WQX-SFAN_I&M_SC3,Sandy Creek in Campground near Pump Station,36.49274722,-121.1459056,28/02/2023,Turbidity,270,NTU,5,NTU,270,1,TRUE
11NPSWRD_WQX-SFAN_I&M_FC1,Fern Creek near Muir Woods Boundary,37.90139167,-122.5782639,06/09/2023,Turbidity,0.54,NTU,5,NTU,0.54,0,TRUE
BLR_WQX-MR3,Mad River at Hatchery Road bridge in Blue Lake,40.876211,-123.992275,28/03/2023,Turbidity,107.3,NTU,5,NTU,107.3,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,29/09/2023,Turbidity,0.8579069,NTU,5,NTU,0.8579069,0,TRUE
SVR-eel 2,eel river downstream from bridge,39.62769,-123.34439,27/12/2023,Turbidity,17.59,NTU,5,NTU,17.59,1,TRUE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,24/07/2023,Turbidity,5.67,NTU,5,NTU,5.67,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/03/2023,Turbidity,23.05291,NTU,5,NTU,23.05291,1,TRUE
11NPSWRD_WQX-SFAN_I&M_FC1,Fern Creek near Muir Woods Boundary,37.90139167,-122.5782639,06/07/2023,Turbidity,0.49,NTU,5,NTU,0.49,0,TRUE
HPUL1EPA_WQX-MC-04,Middle Creek MC 4,39.163253,-122.916073,02/11/2023,Turbidity,10.9,NTU,5,NTU,10.9,1,TRUE
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,27/01/2023,Turbidity,0.32,NTU,5,NTU,0.32,0,TRUE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,21/06/2023,Turbidity,0.4,NTU,5,NTU,0.4,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,25/04/2023,Turbidity,1.477032,NTU,5,NTU,1.477032,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,27/01/2023,Turbidity,8.975683,NTU,5,NTU,8.975683,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/05/2023,Turbidity,30.29063,NTU,5,NTU,30.29063,1,TRUE
YUROKTEP_WQX-WE,Klamath River above Trinity River,41.1883,-123.7055,23/08/2023,Turbidity,1930,NTU,5,NTU,1930,1,TRUE
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,14/12/2023,Turbidity,5.54,NTU,5,NTU,5.54,1,TRUE
KARUKDNR_WQX-HC,Happy Camp,41.729667,-123.429583,21/06/2023,Turbidity,5.01,FNU,5,NTU,5.01,1,FALSE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,12/07/2023,Turbidity,0.97,NTU,5,NTU,0.97,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/09/2023,Turbidity,528.21,NTU,5,NTU,528.21,1,TRUE
SVR-outlet 2,outlet creek convergence with mill creek,39.42845,-123.34562,28/08/2023,Turbidity,1.61,NTU,5,NTU,1.61,0,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,21/06/2023,Turbidity,0.38,NTU,5,NTU,0.38,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FC2,Fern Creek above Panoramic Highway,37.9161,-122.5834361,06/11/2023,Turbidity,0.59,NTU,5,NTU,0.59,0,TRUE
NARS_WQX-NRS_CA-11388,NRS_CA-11388,41.19905172,-123.6639524,11/07/2023,Turbidity,0.3,NTU,5,NTU,0.3,0,TRUE
KARUKDNR_WQX-SA,Salmon River,41.376944,-123.477222,21/06/2023,Turbidity,2.99,FNU,5,NTU,2.99,0,FALSE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/09/2023,Turbidity,97.818265,NTU,5,NTU,97.818265,1,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW1,Redwood Creek below Muir Woods,37.88861389,-122.5672028,12/01/2023,Turbidity,20.4,NTU,5,NTU,20.4,1,TRUE
11NPSWRD_WQX-SFAN_I&M_CHA3,North Fork Chalone Creek Upstream of West Fork,36.50208889,-121.1812639,18/04/2023,Turbidity,2.39,NTU,5,NTU,2.39,0,TRUE
NARS_WQX-NRS_CA-11479,NRS_CA-11479,38.58326102,-121.4227398,22/06/2023,Turbidity,0.74,NTU,5,NTU,0.74,0,TRUE
11NPSWRD_WQX-SFAN_I&M_GG2,Green Gulch Control,37.86921111,-122.5627778,06/09/2023,Turbidity,1.25,NTU,5,NTU,1.25,0,TRUE
11NPSWRD_WQX-SFAN_I&M_FRA1,Franklin Creek,37.99100556,-122.1323889,25/04/2023,Turbidity,1.8,NTU,5,NTU,1.8,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/05/2023,Turbidity,1.603689,NTU,5,NTU,1.603689,0,TRUE
HPUL1EPA_WQX-CD-01,Clover Diversion CD 1,39.176031,-122.902892,01/03/2023,Turbidity,10.49,NTU,5,NTU,10.49,1,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,25/10/2023,Turbidity,1.01,NTU,5,NTU,1.01,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/08/2023,Turbidity,50.060297,NTU,5,NTU,50.060297,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/04/2023,Turbidity,1.13,NTU,5,NTU,1.13,0,TRUE
TRINIDADRANCHERIAEPA-TH-1,Trinidad Housing-1,41.056369,-124.133541,12/12/2023,Turbidity,10.3,NTU,5,NTU,10.3,1,TRUE
11NPSWRD_WQX-SFAN_I&M_RC1,Rodeo Creek below Stables,37.83227778,-122.5171083,25/10/2023,Turbidity,6.04,NTU,5,NTU,6.04,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,29/09/2023,Turbidity,1.922045,NTU,5,NTU,1.922045,0,TRUE
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,14/12/2023,Turbidity,2.4,NTU,5,NTU,2.4,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,21/11/2023,Turbidity,1.235871,NTU,5,NTU,1.235871,0,TRUE
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,21/03/2023,Turbidity,35.6,NTU,5,NTU,35.6,1,TRUE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,16/08/2023,Turbidity,0.06,NTU,5,NTU,0.06,0,TRUE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,26/09/2023,Turbidity,0.7,NTU,5,NTU,0.7,0,TRUE
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,18/04/2023,Turbidity,0.29,NTU,5,NTU,0.29,0,TRUE
HPUL1EPA_WQX-MC-02,Middle Creek MC 2,39.18643,-122.908696,08/08/2023,Turbidity,0.9,NTU,5,NTU,0.9,0,TRUE
YUROKTEP_WQX-TC,Klamath River above Tully Creek,41.2266,-123.7719,26/07/2023,Turbidity,2.1,NTU,5,NTU,2.1,0,TRUE
OVIWC-LP-SS-5,LP-SS-5 SAR Downstream,36.59391,-118.06009,29/08/2023,Turbidity,32.84,FNU,5,NTU,32.84,1,FALSE
11NPSWRD_WQX-SFAN_I&M_CHA1,Chalone Creek near South Wilderness Trail,36.47344167,-121.1546583,28/02/2023,Turbidity,6.9,NTU,5,NTU,6.9,1,TRUE
11NPSWRD_WQX-SFAN_I&M_GG1,Green Gulch North (Northern Branch),37.86241944,-122.5734139,12/01/2023,Turbidity,39.2,NTU,5,NTU,39.2,1,TRUE
TRINIDADRANCHERIAEPA-TH-10,Trinidad Housing-10,41.052213,-124.13137,26/05/2023,Turbidity,5.5,NTU,5,NTU,5.5,1,TRUE
TRINIDADRANCHERIAEPA-MH-3,Mckinleyville Housing -3,40.979328,-124.088358,20/02/2023,Turbidity,2.2,NTU,5,NTU,2.2,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/11/2023,Turbidity,0.9400132,NTU,5,NTU,0.9400132,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,25/04/2023,Turbidity,1.477032,NTU,5,NTU,1.477032,0,TRUE
HPUL1EPA_WQX-MC-01,Upper Middle Creek MC 1,39.207885,-122.92589,17/05/2023,Turbidity,2.49,NTU,5,NTU,2.49,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,27/01/2023,Turbidity,7.579468,NTU,5,NTU,7.579468,1,TRUE
SVR-OSVR3,Dead Cow Creek 3,39.53992,-123.48709,31/05/2023,Turbidity,1.88,NTU,5,NTU,1.88,0,TRUE
SYCEO_WQX-ZDC-9,Zanja de Cota Creek Upstream of Hwy 246 Culvert,34.61015,-120.08703,18/01/2023,Turbidity,5.2,NTU,5,NTU,5.2,1,TRUE
11NPSWRD_WQX-SFAN_I&M_NYH1,Nyhan Creek just Outside Golden Gate NRA Boundary,37.86971667,-122.5281111,26/09/2023,Turbidity,1.55,NTU,5,NTU,1.55,0,TRUE
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,18/01/2023,Turbidity,0.2,NTU,5,NTU,0.2,0,TRUE
11NPSWRD_WQX-SFAN_I&M_GG1,Green Gulch North (Northern Branch),37.86241944,-122.5734139,08/03/2023,Turbidity,13.7,NTU,5,NTU,13.7,1,TRUE
OVIWC-LP-SS-3,LP-SS-3 LA Aqueduct Diversion,36.60029,-118.07224,25/09/2023,Turbidity,16.66,FNU,5,NTU,16.66,1,FALSE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
